YearsExperience,EducationLevel,JobRole,Salary
27,Bachelor,Software Engineer,112878
17,PhD,Analyst,117131
27,PhD,Analyst,128776
24,PhD,HR,131529
7,Master,HR,62044
7,Bachelor,HR,56176
30,Master,Data Scientist,151135
29,Bachelor,Data Scientist,128011
14,Master,Manager,102716
2,PhD,Software Engineer,63064
27,Master,Manager,134801
30,Master,HR,127039
14,Master,Data Scientist,90501
12,Bachelor,HR,63024
5,Master,Data Scientist,66557
2,Bachelor,Data Scientist,41803
13,PhD,Manager,109926
16,PhD,Manager,118504
5,Bachelor,HR,50640
11,Master,Analyst,65014
11,PhD,Software Engineer,100392
18,PhD,Manager,117214
8,Bachelor,Analyst,56506
24,Bachelor,Manager,123489
19,Bachelor,Analyst,93611
16,Master,Software Engineer,104617
1,Master,Analyst,42940
19,Bachelor,Software Engineer,93684
12,Bachelor,Manager,84636
21,Bachelor,Data Scientist,112454
5,PhD,Analyst,58851
18,Bachelor,Manager,101927
26,PhD,Software Engineer,144932
26,Bachelor,Data Scientist,122835
8,PhD,HR,82204
16,Bachelor,Analyst,83812
6,PhD,Analyst,66828
13,Master,Software Engineer,86895
15,PhD,Manager,117014
15,PhD,Manager,119840
29,Master,Data Scientist,138415
6,Bachelor,Data Scientist,63720
13,PhD,Manager,109420
11,Bachelor,HR,71425
1,Bachelor,Manager,53986
11,Master,HR,73959
29,PhD,Manager,165641
27,PhD,Data Scientist,142285
0,Bachelor,Software Engineer,30065
9,Master,Software Engineer,84884
16,Bachelor,Data Scientist,94464
29,PhD,Manager,160158
23,PhD,Software Engineer,133103
10,PhD,Analyst,90417
2,Bachelor,Manager,48461
24,Master,Software Engineer,127216
3,Bachelor,Manager,44588
6,Master,Analyst,61840
26,Master,Analyst,117501
14,Bachelor,Analyst,72926
2,Master,Software Engineer,55422
19,Master,Analyst,106725
18,PhD,HR,104113
20,Master,Manager,114564
13,Master,HR,85211
18,PhD,HR,105555
27,Bachelor,HR,113042
19,PhD,Analyst,105462
24,Master,Software Engineer,120984
15,Bachelor,HR,71152
28,PhD,HR,134574
12,Bachelor,HR,65913
30,Master,Data Scientist,142669
7,Bachelor,Software Engineer,65449
3,PhD,HR,67370
19,Master,Software Engineer,109341
20,Bachelor,Analyst,104045
26,PhD,HR,127063
0,Master,Software Engineer,53328
30,PhD,Software Engineer,151110
0,PhD,Data Scientist,66808
13,Bachelor,Analyst,68519
15,PhD,Data Scientist,113755
15,PhD,Software Engineer,107371
29,PhD,Manager,153956
8,Master,Manager,79227
16,Bachelor,HR,66348
23,PhD,Analyst,131421
23,PhD,Software Engineer,130948
25,Bachelor,Data Scientist,124335
20,Master,Analyst,100768
9,Master,HR,70627
24,Master,Data Scientist,131614
1,Bachelor,Analyst,35498
7,PhD,Analyst,75426
10,Master,Analyst,66646
30,Bachelor,Manager,137779
5,PhD,Manager,91623
5,Bachelor,Software Engineer,56793
14,Bachelor,Software Engineer,81112
26,PhD,Software Engineer,150139
18,Master,HR,94914
26,Master,Analyst,131841
23,PhD,Manager,132729
8,Master,Manager,83723
16,Master,Manager,107397
14,Master,Analyst,86791
0,PhD,HR,44466
29,PhD,Manager,158002
3,Bachelor,Manager,62615
27,Master,Software Engineer,137957
19,PhD,Manager,139954
1,Bachelor,Software Engineer,38616
20,Master,Analyst,105967
8,Master,Manager,88846
8,Master,Data Scientist,73544
18,PhD,Software Engineer,119746
0,Master,Analyst,40867
6,Bachelor,Manager,71001
20,PhD,Analyst,110325
3,Bachelor,Analyst,43198
10,Master,Data Scientist,91190
19,Bachelor,Software Engineer,93643
13,PhD,Software Engineer,94342
19,Master,Manager,116468
21,PhD,Analyst,108669
30,PhD,Data Scientist,152500
8,Bachelor,Manager,64895
28,PhD,Manager,156369
15,Master,Software Engineer,90686
20,Master,HR,106652
5,Master,HR,54361
9,Bachelor,Software Engineer,68330
15,PhD,Data Scientist,114307
25,Bachelor,Analyst,111172
17,Master,Analyst,99073
20,Master,Analyst,110296
16,PhD,Data Scientist,111785
27,Master,Analyst,134013
26,Master,Data Scientist,124221
21,PhD,Software Engineer,133383
14,Master,Manager,103447
8,Bachelor,Software Engineer,63586
9,Bachelor,Manager,76122
29,PhD,Manager,160642
30,Bachelor,HR,118429
17,Master,HR,90223
25,Master,Analyst,123805
30,Master,HR,136726
21,PhD,Software Engineer,121184
17,Bachelor,Software Engineer,86457
6,PhD,Software Engineer,75866
12,Master,Software Engineer,90725
23,Master,Data Scientist,131252
21,Bachelor,Software Engineer,108479
16,PhD,Analyst,111124
18,Master,Software Engineer,101760
4,PhD,HR,63148
23,PhD,HR,105225
27,Bachelor,Analyst,115346
15,Master,Analyst,84116
9,Master,HR,67916
24,Bachelor,Data Scientist,119441
19,Bachelor,Manager,111976
4,Master,Analyst,57131
8,Master,HR,58476
12,Master,Analyst,83041
3,Master,Data Scientist,65512
26,PhD,Data Scientist,143114
13,PhD,Software Engineer,92952
14,Master,Software Engineer,92966
30,Master,Software Engineer,142917
23,Bachelor,Data Scientist,112908
19,PhD,HR,110578
14,Master,Software Engineer,90871
5,Master,Software Engineer,61136
14,Master,Manager,106618
15,Bachelor,Analyst,75999
3,PhD,Data Scientist,78195
16,Master,Manager,104372
6,Bachelor,Software Engineer,54104
20,PhD,Software Engineer,112784
2,Bachelor,Software Engineer,52755
12,PhD,Data Scientist,96664
19,PhD,Software Engineer,126511
11,Master,Data Scientist,82923
20,Master,Manager,122119
11,Bachelor,Data Scientist,81427
19,Master,Software Engineer,103627
15,Bachelor,Software Engineer,84406
21,Master,Analyst,107288
4,PhD,Software Engineer,67168
2,PhD,Data Scientist,72278
5,Bachelor,Manager,65526
24,PhD,Analyst,125569
22,Master,Manager,123648
5,Master,Analyst,60405
11,Bachelor,Data Scientist,70784
14,PhD,Analyst,99281
5,Master,Analyst,66065
20,Master,Data Scientist,120135
15,Bachelor,HR,68694
6,Bachelor,Software Engineer,64335
0,PhD,Software Engineer,64265
26,PhD,HR,123123
23,PhD,Software Engineer,131099
16,Master,Manager,114217
22,Bachelor,Data Scientist,113677
19,Bachelor,Software Engineer,101490
27,Bachelor,Software Engineer,127090
30,PhD,Analyst,143826
29,Bachelor,Analyst,119231
10,Master,HR,63651
26,PhD,Software Engineer,135035
15,Bachelor,Software Engineer,97891
18,Bachelor,Software Engineer,99397
30,Master,Analyst,126064
1,PhD,Software Engineer,66218
9,Bachelor,HR,58615
6,PhD,Data Scientist,84676
9,Master,Data Scientist,72679
22,Bachelor,HR,91622
8,Bachelor,Manager,62919
29,PhD,Analyst,136923
23,Master,Data Scientist,127126
4,PhD,Software Engineer,71287
24,Master,HR,111759
27,Bachelor,Analyst,111396
14,PhD,Software Engineer,104993
15,Bachelor,Analyst,84203
28,PhD,Software Engineer,147543
27,Bachelor,HR,112204
22,Bachelor,Software Engineer,105116
12,Master,Data Scientist,91274
27,Bachelor,Manager,130239
19,Bachelor,HR,89038
27,Bachelor,Analyst,121260
18,Master,Software Engineer,106352
27,Master,Manager,137370
25,Bachelor,Analyst,121789
1,PhD,HR,48072
10,Master,HR,69374
29,PhD,Software Engineer,152058
30,Master,Software Engineer,140670
14,Master,Data Scientist,90072
26,Master,Analyst,126102
18,Master,Analyst,93949
14,Bachelor,Data Scientist,88946
7,Master,Manager,73605
1,PhD,Analyst,66748
30,PhD,HR,135012
4,Master,Manager,68636
4,Bachelor,Software Engineer,50074
23,PhD,Manager,126630
14,PhD,Manager,109050
7,PhD,HR,67577
28,Master,Analyst,130645
24,Bachelor,Analyst,104864
15,Bachelor,Analyst,74300
22,Bachelor,Data Scientist,106299
1,Master,HR,52626
26,PhD,HR,118083
5,Master,Analyst,59038
9,PhD,Manager,98180
29,Bachelor,Analyst,121391
9,PhD,HR,81068
0,Master,HR,35913
15,Bachelor,HR,74906
27,Bachelor,Software Engineer,131963
1,Bachelor,Analyst,33752
22,Bachelor,Analyst,98716
10,PhD,Data Scientist,90974
28,PhD,HR,136875
26,PhD,HR,132590
7,PhD,Manager,91080
29,Bachelor,Software Engineer,120435
11,Bachelor,Analyst,73126
19,PhD,Analyst,113141
23,PhD,Analyst,120453
5,Bachelor,Analyst,49907
25,Master,Software Engineer,125905
15,Bachelor,Data Scientist,96068
2,PhD,Analyst,65651
7,Bachelor,Manager,67588
21,Master,Manager,121538
3,Master,Software Engineer,55445
14,Bachelor,HR,73117
16,Bachelor,Analyst,87805
24,Bachelor,Manager,124517
25,PhD,Analyst,127435
24,Bachelor,Data Scientist,113704
18,Bachelor,Analyst,89202
12,Bachelor,Data Scientist,77745
2,Bachelor,Data Scientist,47937
21,Master,Manager,122881
5,Bachelor,Software Engineer,61126
27,PhD,HR,137156
6,Master,Data Scientist,67357
19,Bachelor,Software Engineer,100529
10,PhD,Manager,95058
20,Master,HR,97041
25,PhD,Manager,143730
13,PhD,HR,88588
22,PhD,Analyst,113480
25,PhD,HR,123055
14,Master,HR,87440
19,PhD,HR,101511
19,Master,Data Scientist,109135
17,Bachelor,Manager,93370
5,PhD,Analyst,72818
13,Bachelor,Manager,85844
21,PhD,Software Engineer,117970
10,PhD,Software Engineer,84231
0,PhD,Manager,66174
28,Bachelor,Manager,138812
17,Master,Analyst,101127
6,Master,Software Engineer,61792
3,Bachelor,Software Engineer,46670
24,PhD,Data Scientist,137354
26,PhD,Software Engineer,135236
0,Master,HR,47156
23,Master,Analyst,110207
17,Master,Manager,112563
0,Bachelor,Data Scientist,43472
7,Bachelor,Data Scientist,60382
4,PhD,Data Scientist,78822
4,PhD,HR,56855
18,Bachelor,HR,87505
7,Bachelor,Manager,67304
27,PhD,HR,125003
28,Master,Software Engineer,137016
26,PhD,HR,128719
11,Bachelor,Manager,75525
21,Master,Analyst,103856
24,PhD,Software Engineer,130259
18,PhD,Software Engineer,110582
25,Master,HR,116599
22,PhD,Software Engineer,129224
10,Master,Software Engineer,83215
27,Bachelor,Software Engineer,114296
29,Master,Manager,148828
30,Master,Manager,150174
20,PhD,Software Engineer,120870
23,Bachelor,HR,104413
26,PhD,Software Engineer,132575
28,Master,Software Engineer,138224
14,PhD,Software Engineer,102220
29,Master,Analyst,132220
2,Master,HR,49053
15,Bachelor,Data Scientist,87181
20,Master,Software Engineer,106868
28,Master,HR,128432
7,Master,Software Engineer,67984
5,Bachelor,Manager,61957
19,PhD,Manager,125573
29,PhD,Software Engineer,143371
30,Master,Software Engineer,141421
5,Bachelor,Manager,64043
10,Master,Manager,94360
23,Master,Manager,131156
8,Master,Software Engineer,70696
11,PhD,Manager,92183
13,Bachelor,Manager,85590
17,PhD,Software Engineer,109216
13,Master,Software Engineer,91864
19,Bachelor,HR,85789
19,Bachelor,Data Scientist,106357
12,Master,Data Scientist,99381
4,Master,Software Engineer,70412
25,Master,Manager,136892
6,Master,Software Engineer,76947
23,Bachelor,Software Engineer,111574
25,Master,Manager,134313
3,Bachelor,Data Scientist,55333
1,Master,Analyst,48441
4,Master,Analyst,55360
23,Bachelor,Software Engineer,111448
28,Bachelor,HR,110424
7,Master,HR,58743
10,Bachelor,Analyst,60886
4,Master,Manager,72079
24,Bachelor,HR,105109
13,Bachelor,Software Engineer,73115
13,Bachelor,Software Engineer,71432
0,Master,HR,34048
15,Bachelor,Software Engineer,77200
2,Master,Software Engineer,59461
1,Bachelor,Analyst,31785
2,Master,Data Scientist,57463
19,Master,Manager,109195
30,PhD,HR,131044
14,Bachelor,Data Scientist,80095
2,Bachelor,HR,39847
27,Master,Data Scientist,131540
20,Master,Analyst,102696
19,PhD,Data Scientist,124325
1,Master,Data Scientist,55114
2,Master,Manager,71291
20,Bachelor,Data Scientist,113244
29,Bachelor,HR,108239
27,Master,Manager,134286
1,Master,Software Engineer,49959
26,PhD,HR,128964
15,Master,Analyst,91214
12,Bachelor,Manager,80093
1,PhD,Manager,74882
30,PhD,Analyst,131124
28,Master,Software Engineer,135447
15,Bachelor,Software Engineer,90439
6,Master,Software Engineer,64748
10,PhD,Analyst,81645
15,PhD,Analyst,99570
25,Master,Data Scientist,138230
7,PhD,Software Engineer,81552
5,PhD,Software Engineer,73514
20,PhD,Software Engineer,126257
11,Master,Software Engineer,77651
28,PhD,Analyst,135515
4,PhD,Software Engineer,77624
13,Master,Data Scientist,93386
11,Master,HR,71364
7,Master,Analyst,66660
3,PhD,HR,57553
8,Bachelor,Software Engineer,68052
1,Bachelor,Data Scientist,50699
29,Master,Software Engineer,140654
4,PhD,Software Engineer,73696
4,Bachelor,Analyst,50106
0,Bachelor,Data Scientist,42834
13,PhD,Software Engineer,100289
0,PhD,Manager,63362
10,Master,Data Scientist,92550
1,PhD,Software Engineer,61437
4,PhD,Manager,81487
23,Bachelor,Software Engineer,110891
30,Master,Analyst,141191
10,Bachelor,HR,65585
28,Bachelor,Analyst,114575
26,Master,HR,115060
24,Bachelor,Analyst,110312
0,PhD,HR,58348
2,PhD,Software Engineer,70189
21,Master,Analyst,112519
18,PhD,Manager,117318
3,PhD,Analyst,58764
14,PhD,HR,83794
28,PhD,HR,132061
5,Bachelor,Manager,66080
16,Master,Data Scientist,120149
8,Bachelor,Data Scientist,62504
7,Bachelor,Manager,64430
29,PhD,Manager,153414
14,Master,Analyst,74622
4,PhD,HR,61717
26,Master,Manager,140165
29,Master,Manager,153072
22,Master,HR,102812
8,Bachelor,Manager,70867
21,PhD,Software Engineer,125671
7,PhD,Software Engineer,85240
13,Bachelor,HR,70521
5,PhD,HR,65643
22,Bachelor,Software Engineer,106767
23,Bachelor,Data Scientist,108535
26,PhD,Manager,155239
20,Bachelor,Analyst,93344
29,Bachelor,Manager,134013
29,Bachelor,Manager,138786
26,Master,Manager,136696
11,PhD,Software Engineer,103039
7,Master,HR,67375
19,Bachelor,Data Scientist,95566
12,PhD,HR,89052
26,PhD,Data Scientist,144476
9,Bachelor,Data Scientist,71499
1,Master,Software Engineer,56317
18,PhD,Analyst,112084
11,Bachelor,Analyst,69691
20,Bachelor,Analyst,92099
5,PhD,Software Engineer,79879
4,Master,Analyst,58552
26,Master,HR,109935
23,Master,Software Engineer,120465
29,Bachelor,Software Engineer,126939
9,Bachelor,Software Engineer,58941
12,Master,Data Scientist,93475
23,Bachelor,Analyst,100216
18,Bachelor,Analyst,96444
7,PhD,HR,67605
5,Bachelor,HR,46668
9,Master,Software Engineer,81565
7,Master,Analyst,65904
16,PhD,Data Scientist,115294
22,Bachelor,Analyst,95117
0,Bachelor,HR,34185
11,Bachelor,Analyst,63983
15,PhD,Data Scientist,113341
26,Master,HR,122420
5,Master,Software Engineer,59431
14,PhD,Manager,113760
29,PhD,Manager,158349
15,Master,Software Engineer,88926
30,Bachelor,Analyst,123155
20,Bachelor,Manager,110647
10,Master,Analyst,86802
23,Master,Data Scientist,130131
22,Bachelor,Analyst,101803
18,PhD,Data Scientist,122181
24,Master,Analyst,113791
10,Master,Analyst,77325
4,PhD,Software Engineer,68098
4,Bachelor,HR,37853
28,PhD,Analyst,137802
22,Bachelor,Software Engineer,114157
2,Bachelor,Analyst,35965
7,Master,Software Engineer,66606
3,PhD,Software Engineer,69667
1,Master,Data Scientist,62798
29,PhD,Analyst,139757
17,Master,Analyst,99511
0,Master,HR,45487
28,Master,Manager,137464
14,Bachelor,Software Engineer,76535
10,Bachelor,Data Scientist,83941
18,Master,Software Engineer,99122
7,Master,Analyst,67403
2,Bachelor,Manager,55110
22,PhD,HR,109949
12,PhD,Manager,101793
25,Bachelor,HR,100844
20,Master,Software Engineer,115734
7,PhD,Analyst,71855
14,PhD,Manager,108187
2,Master,Data Scientist,61069
0,Master,Software Engineer,54257
1,PhD,Analyst,50035
12,PhD,Data Scientist,100072
6,PhD,Analyst,70740
27,Bachelor,Software Engineer,116827
7,Bachelor,Manager,83079
2,PhD,Analyst,67971
13,Bachelor,Data Scientist,86441
24,Master,Analyst,123895
15,Bachelor,Analyst,75780
17,PhD,Software Engineer,111037
21,PhD,Data Scientist,127054
26,PhD,Analyst,130501
15,PhD,HR,88849
8,Master,Manager,83665
13,Master,Analyst,88520
15,Master,HR,91423
28,PhD,Analyst,138340
27,PhD,Analyst,143536
26,PhD,HR,125283
23,PhD,HR,121829
11,PhD,Software Engineer,92051
5,Bachelor,Manager,65361
15,Bachelor,Manager,98008
11,Bachelor,Data Scientist,67745
17,Master,Software Engineer,101790
4,PhD,Analyst,65825
22,Bachelor,Software Engineer,104743
22,Bachelor,HR,92880
6,PhD,HR,71535
8,Master,Data Scientist,78624
19,PhD,HR,105840
23,Bachelor,Manager,118660
23,Master,HR,97391
14,Master,Data Scientist,101236
16,Master,Analyst,99116
0,PhD,Analyst,57857
30,PhD,Analyst,146625
7,PhD,Software Engineer,92707
26,Bachelor,Data Scientist,125921
29,Master,Data Scientist,139739
8,PhD,Software Engineer,86046
14,Bachelor,Analyst,73708
28,Master,HR,120642
13,Bachelor,HR,65488
19,Bachelor,Manager,102214
22,PhD,HR,115667
21,Bachelor,HR,89523
18,PhD,Manager,125085
0,Bachelor,Software Engineer,32713
1,Bachelor,Manager,49884
7,PhD,HR,69708
5,Bachelor,Software Engineer,58746
12,PhD,HR,84504
6,PhD,Data Scientist,77063
2,PhD,Software Engineer,60182
1,Bachelor,Manager,58397
29,PhD,Manager,152233
21,Bachelor,Manager,116510
30,PhD,HR,149922
9,Bachelor,Data Scientist,78399
20,Master,Data Scientist,111410
30,Master,HR,128086
20,Master,HR,105874
21,Bachelor,HR,95104
4,Master,HR,51958
3,Master,Manager,71159
10,Bachelor,HR,62703
10,Master,Manager,96285
14,Master,HR,80107
30,Master,HR,134412
9,Master,Manager,90454
13,Bachelor,Data Scientist,88963
14,Master,Manager,106873
15,Master,Analyst,92468
11,PhD,Analyst,91782
24,Master,Data Scientist,132631
2,Master,Analyst,44001
8,PhD,Analyst,85382
23,Bachelor,Software Engineer,110960
5,PhD,Data Scientist,74409
25,Bachelor,Software Engineer,108960
11,Master,Manager,79235
13,Master,Analyst,79935
4,Bachelor,HR,41929
21,Master,Software Engineer,108105
24,Master,Analyst,115143
13,Bachelor,Data Scientist,85055
23,Bachelor,Data Scientist,117023
10,Bachelor,Analyst,64604
30,PhD,Data Scientist,148752
7,PhD,Analyst,77437
28,PhD,HR,135860
18,Master,Data Scientist,113698
15,Bachelor,Manager,92070
2,Master,HR,51102
3,Master,Analyst,48205
19,PhD,HR,106682
13,Master,Software Engineer,90054
13,PhD,Manager,113764
2,Bachelor,Data Scientist,44650
30,PhD,Analyst,135450
14,Bachelor,Software Engineer,83517
19,Master,HR,91577
22,PhD,Data Scientist,135260
3,PhD,HR,51819
16,Master,Data Scientist,94286
13,Master,Manager,91215
28,PhD,Manager,153865
15,Bachelor,Analyst,70029
1,Master,HR,42639
16,Master,Data Scientist,91932
24,Bachelor,Software Engineer,108335
17,Bachelor,Software Engineer,85874
9,Bachelor,Data Scientist,74599
3,Bachelor,Analyst,47962
17,Master,HR,95722
21,Master,Analyst,109404
25,Master,Data Scientist,131062
13,Bachelor,HR,69170
5,PhD,Analyst,68928
8,PhD,HR,73925
9,PhD,Data Scientist,88870
3,Bachelor,Analyst,38406
16,Master,HR,79861
22,Bachelor,Analyst,96876
24,Bachelor,HR,97647
19,Master,HR,93582
17,Bachelor,Software Engineer,78758
1,Master,Software Engineer,52719
0,Bachelor,Data Scientist,42502
20,PhD,Software Engineer,115888
13,Master,Manager,97307
9,PhD,Analyst,83618
12,PhD,Analyst,83307
10,PhD,Data Scientist,77990
17,PhD,Data Scientist,119431
13,Master,Manager,100028
7,Bachelor,Manager,72053
2,Bachelor,HR,42364
24,PhD,Analyst,121174
17,Master,Analyst,102539
8,PhD,Analyst,71188
4,Bachelor,Software Engineer,46796
16,PhD,Manager,119725
1,PhD,Software Engineer,63088
22,PhD,Manager,137094
8,PhD,Manager,90766
12,PhD,Analyst,90511
19,Bachelor,Analyst,90050
14,PhD,Software Engineer,99288
12,Bachelor,Manager,77211
13,PhD,Manager,114952
9,Bachelor,HR,58920
30,PhD,Analyst,144557
18,Master,Analyst,95101
16,PhD,Data Scientist,111817
4,PhD,Software Engineer,71130
1,Bachelor,Software Engineer,46154
12,Master,Data Scientist,96393
23,Bachelor,Analyst,103959
1,Master,HR,46000
15,Bachelor,Software Engineer,81625
6,PhD,Data Scientist,81430
21,PhD,HR,112738
25,PhD,Software Engineer,135081
21,PhD,Data Scientist,125520
10,PhD,Manager,103994
29,Master,Analyst,127580
10,Master,Software Engineer,78837
24,PhD,HR,125892
1,PhD,HR,57025
21,PhD,Data Scientist,116830
9,PhD,HR,75553
25,Bachelor,Data Scientist,117037
22,Bachelor,Manager,112589
27,PhD,Software Engineer,140053
26,Bachelor,Data Scientist,122098
9,PhD,Manager,89430
28,PhD,Manager,157807
15,Master,HR,76323
14,Master,HR,80659
9,Master,HR,59421
11,PhD,Software Engineer,98124
23,Bachelor,Software Engineer,110844
25,Master,HR,114992
14,Bachelor,Data Scientist,94760
18,PhD,Manager,117155
27,Bachelor,Data Scientist,129126
6,Bachelor,Manager,75012
20,PhD,Data Scientist,122152
24,Master,Analyst,114396
27,Bachelor,Analyst,111387
1,PhD,Data Scientist,75138
24,Master,HR,103106
16,Bachelor,Manager,101607
12,Bachelor,Software Engineer,73523
6,Bachelor,Analyst,59894
26,PhD,Manager,145904
2,Bachelor,Software Engineer,50603
16,Master,Data Scientist,102602
18,PhD,Data Scientist,124216
12,Master,Manager,93033
26,Master,HR,112997
22,Bachelor,Software Engineer,103002
20,PhD,Analyst,128692
4,PhD,Software Engineer,70283
5,Master,Manager,82196
21,Bachelor,Analyst,94123
6,Master,Software Engineer,73931
15,PhD,Software Engineer,104137
10,Bachelor,Data Scientist,71531
15,Bachelor,HR,69908
29,Bachelor,HR,123720
19,PhD,HR,106948
16,Master,Software Engineer,97991
8,Bachelor,Manager,78257
23,Bachelor,Software Engineer,109041
27,Master,Software Engineer,133251
16,Bachelor,Manager,92640
21,PhD,Data Scientist,136560
9,Master,Software Engineer,77534
19,Master,HR,99343
24,Bachelor,Software Engineer,115364
15,Master,Manager,101801
13,Bachelor,Manager,91152
21,Bachelor,Manager,121982
6,Master,Manager,84397
14,PhD,Manager,113374
15,PhD,Data Scientist,112658
9,PhD,Data Scientist,89342
9,PhD,HR,75646
18,PhD,Data Scientist,123938
20,PhD,Analyst,117002
2,Bachelor,Manager,55904
10,Bachelor,Analyst,62380
9,Bachelor,Analyst,62112
2,Master,HR,36750
9,PhD,Analyst,75667
21,PhD,Manager,136673
18,PhD,HR,110503
4,Master,Data Scientist,65136
7,PhD,Software Engineer,84281
16,PhD,Manager,117257
22,PhD,Analyst,122022
9,PhD,Analyst,88208
28,PhD,Analyst,138281
22,PhD,Manager,137701
23,PhD,Data Scientist,134590
14,Bachelor,Data Scientist,85516
5,Master,HR,53471
14,Bachelor,Software Engineer,82112
24,Master,Analyst,120116
17,Bachelor,Manager,99187
13,Bachelor,Manager,92193
21,PhD,HR,115235
22,PhD,Analyst,132847
16,PhD,HR,97091
6,Master,Manager,77602
20,PhD,HR,97179
30,Master,HR,123089
17,PhD,Data Scientist,114312
13,Master,Data Scientist,94276
0,PhD,HR,53065
1,PhD,Manager,70932
1,Master,Software Engineer,53309
10,Bachelor,Analyst,62852
30,Bachelor,Software Engineer,133585
7,Bachelor,Software Engineer,56969
3,Bachelor,Data Scientist,40977
29,Master,Manager,156062
0,PhD,Data Scientist,64503
19,Master,Manager,122669
3,Master,HR,46147
8,Master,Analyst,64524
2,PhD,Software Engineer,61870
3,Master,Analyst,52751
25,Master,Analyst,114433
0,Master,Data Scientist,57415
1,Master,Analyst,40735
26,Bachelor,Analyst,116821
4,PhD,Manager,84009
5,PhD,Analyst,74772
1,Master,Manager,63510
20,Bachelor,HR,93262
0,Bachelor,Manager,47242
24,Bachelor,Data Scientist,115316
0,PhD,Analyst,58561
3,Master,HR,49044
24,Bachelor,Software Engineer,110134
13,Bachelor,Manager,84277
24,Bachelor,Analyst,101964
15,Bachelor,Software Engineer,82381
23,PhD,Manager,139321
21,PhD,HR,109627
4,PhD,Software Engineer,69282
0,Master,HR,43991
19,PhD,HR,106665
5,PhD,Analyst,71622
19,Master,Data Scientist,107543
17,Master,HR,88239
24,Bachelor,Analyst,102625
12,Bachelor,Data Scientist,81721
28,Bachelor,Manager,142074
26,Master,Analyst,120310
0,Master,Manager,48612
9,PhD,Data Scientist,88688
30,Bachelor,Software Engineer,128870
17,Bachelor,Manager,101208
8,Master,Data Scientist,81492
15,Bachelor,Manager,94048
25,Bachelor,Data Scientist,126870
16,PhD,Analyst,110270
10,PhD,Manager,92299
14,Master,HR,83221
29,Bachelor,HR,117334
9,Master,Analyst,73808
17,Bachelor,Software Engineer,89745
16,Master,HR,88915
14,PhD,HR,88757
20,Master,Analyst,104929
10,Bachelor,Data Scientist,77777
30,PhD,Analyst,152088
8,Bachelor,HR,61069
7,Master,Data Scientist,80205
17,Master,HR,86496
23,Master,Software Engineer,116995
14,Master,HR,87863
25,Bachelor,Manager,120361
10,Bachelor,Software Engineer,68558
9,PhD,HR,72062
25,PhD,HR,118066
17,Master,Analyst,100907
0,PhD,Analyst,53749
18,Bachelor,Manager,105205
5,Master,Manager,64634
22,Master,Software Engineer,114143
5,PhD,Manager,76763
13,Master,Data Scientist,93690
17,Bachelor,Data Scientist,103407
15,Bachelor,Analyst,73261
15,Bachelor,Software Engineer,82447
9,PhD,Manager,95295
5,Bachelor,Data Scientist,65165
6,Master,Software Engineer,67487
12,Bachelor,Analyst,61884
11,Master,HR,72369
0,PhD,Manager,66247
23,PhD,Data Scientist,124491
2,PhD,Data Scientist,65885
21,PhD,Analyst,126637
0,Bachelor,Software Engineer,34413
0,PhD,Software Engineer,59378
15,Bachelor,HR,78438
1,PhD,Manager,60713
7,Bachelor,Manager,86545
16,Bachelor,Analyst,79843
6,Master,Analyst,69637
16,PhD,Software Engineer,105241
26,Master,Data Scientist,134057
19,Master,Software Engineer,100008
28,Bachelor,Manager,132011
9,PhD,Data Scientist,88433
19,Bachelor,Data Scientist,91089
8,Bachelor,Analyst,58935
24,Master,HR,107149
0,Bachelor,Software Engineer,39934
22,PhD,Analyst,123502
3,Master,Software Engineer,61526
18,PhD,Analyst,112084
0,Master,Software Engineer,53087
18,Master,HR,91549
28,Bachelor,Analyst,113451
22,PhD,Data Scientist,132788
15,PhD,Manager,114474
9,Bachelor,HR,50822
28,PhD,Manager,153761
7,Master,Analyst,72931
27,Master,HR,120167
13,Bachelor,Software Engineer,82844
17,Bachelor,Software Engineer,97015
0,Master,Analyst,45627
20,Bachelor,Analyst,92033
5,Master,Manager,72363
16,Master,Software Engineer,102030
14,PhD,Software Engineer,101124
22,PhD,HR,119983
27,Bachelor,Manager,123487
28,Bachelor,Data Scientist,120242
21,Master,Data Scientist,119924
1,Bachelor,Software Engineer,44055
21,Bachelor,Data Scientist,100368
26,PhD,Manager,153435
14,Bachelor,Manager,86952
12,PhD,Data Scientist,100298
9,Bachelor,Analyst,63560
30,Master,HR,126394
7,Bachelor,Data Scientist,70138
28,Bachelor,Manager,134963
21,Bachelor,HR,93785
15,PhD,Manager,112795
7,Master,Software Engineer,71718
7,Bachelor,Manager,73777
9,PhD,Software Engineer,81755
21,Master,HR,103029
29,Bachelor,Data Scientist,130616
13,Bachelor,Software Engineer,85635
15,PhD,Analyst,99730
17,Bachelor,Manager,103785
2,Bachelor,Manager,47275
23,Master,Analyst,109894
10,Bachelor,Software Engineer,65801
2,PhD,Analyst,64200
26,Bachelor,Data Scientist,118326
16,PhD,HR,89567
8,Bachelor,Analyst,65517
10,PhD,Manager,103481
3,PhD,HR,64198
1,Bachelor,Software Engineer,44216
23,Bachelor,Analyst,114256
19,PhD,Analyst,129092
6,Bachelor,Software Engineer,63029
11,Master,Manager,93912
18,PhD,Software Engineer,112002
6,Master,HR,51786
26,Master,Data Scientist,128031
27,Bachelor,Data Scientist,124496
